_id,MAC_add,pie1[0],pie1[1],pie1[2],pie1[3],pie1[4],pie1[5],pie1[6],pie1[7],pie1[8],pie1[9],pie1[10],pie1[11],pie1[12],pie1[13],pie1[14],pie1[15],pie1[16],pie1[17],pie1[18],pie1[19],pie1[20],pie1[21],pie1[22],pie1[23],pie1[24],pie1[25],pie1[26],pie1[27],pie1[28],pie1[29],pie1[30],pie1[31],pie1[32],pie1[33],pie1[34],pie1[35],pie1[36],pie1[37],pie1[38],pie1[39],pie1[40],pie1[41],pie1[42],pie1[43],pie1[44],pie1[45],pie1[46],pie1[47],pie1[48],pie1[49],pie1[50],pie1[51],pie1[52],pie1[53],pie1[54],pie1[55],pie1[56],pie1[57],pie1[58],pie1[59],pie1[60],pie1[61],pie1[62],pie1[63],pie1[64],pie1[65],pie1[66],pie1[67],pie1[68],pie1[69],pie1[70],pie1[71],pie1[72],pie1[73],pie1[74],pie1[75],pie1[76],pie1[77],pie1[78],pie1[79],pie1[80],pie1[81],pie1[82],pie1[83],pie1[84],pie1[85],pie1[86],pie1[87],pie1[88],pie1[89],pie1[90],pie1[91],pie1[92],pie1[93],pie1[94],pie1[95],pie1[96],pie1[97],pie1[98],pie1[99],pie1[100],pie1[101],pie1[102],pie1[103],pie1[104],pie1[105],pie1[106],pie1[107],pie1[108],pie1[109],pie1[110],pie1[111],pie1[112],pie1[113],pie1[114],pie1[115],pie1[116],pie1[117],pie1[118],pie1[119],pie1[120],pie1[121],pie1[122],pie1[123],pie1[124],pie1[125],pie1[126],pie1[127],pie1[128],pie1[129],pie1[130],pie1[131],pie1[132],pie1[133],pie1[134],pie1[135],pie1[136],pie1[137],pie1[138],pie1[139],pie1[140],pie1[141],pie1[142],pie1[143],pie1[144],pie1[145],pie1[146],pie1[147],pie1[148],pie1[149],pie1[150],pie1[151],pie1[152],pie1[153],pie1[154],pie1[155],pie1[156],pie1[157],pie1[158],pie1[159],pie1[160],pie1[161],pie1[162],pie1[163],pie1[164],pie1[165],pie1[166],pie1[167],pie1[168],pie1[169],pie1[170],pie1[171],pie1[172],pie1[173],pie1[174],pie1[175],pie1[176],pie1[177],pie1[178],pie1[179],pie1[180],pie1[181],pie1[182],pie1[183],pie1[184],pie1[185],pie1[186],pie1[187],pie1[188],pie1[189],pie1[190],pie1[191],pie1[192],pie1[193],pie1[194],pie1[195],pie1[196],pie1[197],pie1[198],pie1[199],pie1[200],pie1[201],pie1[202],pie1[203],pie1[204],pie1[205],pie1[206],pie1[207],pie1[208],pie1[209],pie1[210],pie1[211],pie1[212],pie1[213],pie1[214],pie1[215],pie1[216],pie1[217],pie2[0],pie2[1],pie2[2],pie2[3],pie2[4],pie2[5],pie2[6],pie2[7],pie2[8],pie2[9],pie2[10],pie2[11],pie2[12],pie2[13],pie2[14],pie2[15]
667bd71c42754794e8373fab,4E:F0:74:5B:24:C1,2024-06-23 23:30:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 23:33:41,,,,,,,,,,,,,,,
667bd71c42754794e8373fb9,CE:97:59:2E:46:29,2024-06-23 23:34:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 23:37:27,,,,,,,,,,,,,,,
667bd71c42754794e8373fba,5C:B3:A3:EE:5A:72,2024-06-23 23:34:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 23:37:27,,,,,,,,,,,,,,,
667bd71c42754794e8373fbd,D8:B6:73:99:A9:CD,2024-06-23 23:35:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 23:38:49,,,,,,,,,,,,,,,
667bd71c42754794e8373fc6,7A:57:05:34:27:CF,2024-06-23 23:38:20,2024-06-23 23:38:36,2024-06-23 23:38:52,2024-06-23 23:39:09,2024-06-23 23:39:41,2024-06-23 23:39:57,2024-06-23 23:40:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 23:41:11,,,,,,,,,,,,,,,
667bd71c42754794e8373fc7,70:B4:E7:DC:C4:EE,2024-06-23 23:38:20,2024-06-23 23:38:36,2024-06-23 23:38:52,2024-06-23 23:39:09,2024-06-23 23:39:41,2024-06-23 23:39:57,2024-06-23 23:40:13,2024-06-23 23:40:44,2024-06-23 23:42:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 23:41:11,,,,,,,,,,,,,,,
667bd71c42754794e8373fc8,EA:25:9E:8B:FE:57,2024-06-23 23:38:20,2024-06-23 23:38:36,2024-06-23 23:39:09,2024-06-23 23:39:41,2024-06-23 23:39:57,2024-06-23 23:40:13,2024-06-23 23:45:51,2024-06-23 23:46:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 23:41:11,,,,,,,,,,,,,,,
667bd71c42754794e8373fc9,CC:B5:4C:F2:A1:5B,2024-06-23 23:38:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 23:43:03,,,,,,,,,,,,,,,
667bd71c42754794e8373fd5,FC:A8:9B:2E:F0:CA,2024-06-23 23:40:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 23:44:51,,,,,,,,,,,,,,,
667bd71c42754794e8373fdd,6A:E3:50:3D:3C:B9,2024-06-23 23:41:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 23:46:08,,,,,,,,,,,,,,,
667bd71c42754794e8373fdf,D3:65:3A:B1:90:1C,2024-06-23 23:41:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 23:46:08,,,,,,,,,,,,,,,
667bd71c42754794e8373fe1,00:00:00:00:00:00,2024-06-23 23:41:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 23:34:44,2024-06-24 00:19:55,,,,,,,,,,,,,,
667bd71c42754794e8373fe5,29:46:8C:16:94:21,2024-06-23 23:42:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 23:57:14,,,,,,,,,,,,,,,
667bd71c42754794e8373fe6,52:E8:55:AA:C4:55,2024-06-23 23:42:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 23:45:45,,,,,,,,,,,,,,,
